Frame,Resolution,Objects,Time
0,384x640,"18 persons, 1 potted plant,",273.4
0,384x640,"17 persons, 1 potted plant,",289.5
0,384x640,"17 persons, 1 potted plant,",266.1
0,384x640,"17 persons, 1 potted plant,",287.5
0,384x640,"17 persons, 1 motorcycle, 1 potted plant,",281.2
0,384x640,"16 persons, 1 potted plant,",268.4
0,384x640,"16 persons, 1 truck, 1 potted plant,",295.5
0,384x640,"16 persons, 1 potted plant,",414.6
0,384x640,"16 persons, 1 potted plant,",435.4
0,384x640,"14 persons, 1 potted plant,",469.3
0,384x640,"16 persons, 1 potted plant,",406.0
0,384x640,"17 persons, 1 potted plant,",444.7
0,384x640,"18 persons, 2 potted plants,",444.2
0,384x640,"17 persons, 1 potted plant,",436.8
0,384x640,"17 persons, 1 potted plant,",431.4
0,384x640,"17 persons,",428.2
0,384x640,"16 persons, 1 potted plant,",427.1
0,384x640,"15 persons,",413.8
0,384x640,"14 persons,",417.8
0,384x640,"16 persons, 1 potted plant,",434.2
0,384x640,"16 persons,",424.0
0,384x640,"20 persons,",443.6
0,384x640,"15 persons,",422.4
0,384x640,"16 persons,",417.4
0,384x640,"16 persons,",355.0
0,384x640,"15 persons,",282.9
0,384x640,"14 persons,",270.0
0,384x640,"14 persons,",281.6
0,384x640,"10 persons,",282.7
0,384x640,"13 persons,",268.7
0,384x640,"12 persons,",270.4
0,384x640,"15 persons, 1 potted plant,",280.6
0,384x640,"12 persons, 1 potted plant,",278.7
0,384x640,"15 persons, 1 potted plant,",261.9
0,384x640,"15 persons, 1 potted plant,",270.4
0,384x640,"14 persons,",286.0
0,384x640,"14 persons,",262.7
0,384x640,"12 persons,",262.9
0,384x640,"12 persons,",287.6
0,384x640,"13 persons,",273.1
0,384x640,"11 persons,",263.3
0,384x640,"11 persons,",279.9
0,384x640,"12 persons,",280.7
0,384x640,"13 persons,",275.2
0,384x640,"13 persons,",263.2
0,384x640,"12 persons,",282.4
0,384x640,"11 persons,",265.9
0,384x640,"11 persons,",275.8
0,384x640,"13 persons,",270.8
0,384x640,"15 persons,",281.0
0,384x640,"14 persons,",258.1
0,384x640,"14 persons,",262.3
0,384x640,"15 persons,",281.5
0,384x640,"18 persons,",270.0
0,384x640,"15 persons,",263.8
0,384x640,"15 persons,",266.7
0,384x640,"15 persons,",288.9
0,384x640,"17 persons,",261.0
0,384x640,"13 persons,",378.0
0,384x640,"10 persons,",413.0
0,384x640,"10 persons,",424.9
0,384x640,"10 persons,",426.7
0,384x640,"10 persons,",384.0
0,384x640,"10 persons,",399.9
0,384x640,"10 persons,",464.2
0,384x640,"9 persons,",445.8
0,384x640,"9 persons,",412.7
0,384x640,"11 persons,",429.8
0,384x640,"10 persons,",447.8
0,384x640,"10 persons,",391.1
0,384x640,"10 persons,",433.2
0,384x640,"11 persons,",427.7
0,384x640,"8 persons,",446.6
0,384x640,"12 persons,",442.3
0,384x640,"13 persons,",445.6
0,384x640,"13 persons,",411.6
0,384x640,"13 persons, 1 bicycle,",327.4
0,384x640,"15 persons,",270.7
0,384x640,"16 persons,",272.1
0,384x640,"16 persons, 1 handbag,",263.7
0,384x640,"16 persons, 1 handbag,",279.5
0,384x640,"13 persons, 1 handbag,",266.4
0,384x640,"13 persons, 1 handbag,",280.2
0,384x640,"10 persons, 1 handbag,",273.6
0,384x640,"15 persons,",264.4
0,384x640,"12 persons, 1 handbag,",274.9
0,384x640,"12 persons, 1 handbag,",273.7
0,384x640,"12 persons, 1 handbag,",274.4
0,384x640,"10 persons,",272.4
0,384x640,"11 persons,",263.1
0,384x640,"11 persons,",274.5
0,384x640,"12 persons,",264.2
0,384x640,"13 persons,",284.7
0,384x640,"15 persons,",274.6
0,384x640,"14 persons,",273.9
0,384x640,"15 persons,",272.9
0,384x640,"13 persons,",266.0
0,384x640,"15 persons,",275.2
0,384x640,"15 persons,",265.8
0,384x640,"11 persons, 1 potted plant,",279.8
0,384x640,"14 persons,",273.2
0,384x640,"17 persons,",268.8
0,384x640,"14 persons,",294.6
0,384x640,"16 persons,",281.5
0,384x640,"16 persons,",269.1
0,384x640,"16 persons,",277.2
0,384x640,"16 persons,",291.1
0,384x640,"14 persons,",274.7
0,384x640,"15 persons,",270.9
0,384x640,"14 persons,",277.8
0,384x640,"12 persons,",433.5
0,384x640,"13 persons,",461.9
0,384x640,"14 persons, 1 handbag,",446.4
0,384x640,"14 persons,",425.8
0,384x640,"13 persons, 1 handbag, 1 potted plant,",415.5
0,384x640,"14 persons, 1 handbag, 1 potted plant,",438.8
0,384x640,"18 persons, 1 horse, 1 handbag,",460.8
0,384x640,"16 persons, 1 handbag,",410.1
0,384x640,"17 persons, 1 handbag,",436.9
0,384x640,"14 persons,",449.5
0,384x640,"17 persons,",436.2
0,384x640,"18 persons,",429.2
0,384x640,"17 persons,",424.7
0,384x640,"18 persons,",440.8
0,384x640,"15 persons,",447.8
0,384x640,"16 persons,",437.2
0,384x640,"15 persons,",424.9
0,384x640,"14 persons,",340.3
0,384x640,"13 persons,",266.4
0,384x640,"13 persons,",264.7
0,384x640,"13 persons,",269.0
0,384x640,"13 persons,",276.0
0,384x640,"13 persons,",259.2
0,384x640,"13 persons,",261.3
0,384x640,"13 persons,",271.3
0,384x640,"13 persons,",265.6
0,384x640,"13 persons,",269.2
0,384x640,"14 persons,",276.0
0,384x640,"14 persons,",269.6
0,384x640,"14 persons,",267.5
0,384x640,"11 persons,",263.8
0,384x640,"11 persons,",275.3
0,384x640,"15 persons,",270.9
0,384x640,"16 persons,",267.2
0,384x640,"16 persons,",291.2
0,384x640,"13 persons,",284.6
0,384x640,"13 persons,",270.6
0,384x640,"11 persons,",261.3
0,384x640,"12 persons,",293.4
0,384x640,"14 persons,",270.7
0,384x640,"13 persons,",265.3
0,384x640,"12 persons,",282.0
0,384x640,"15 persons, 1 potted plant,",270.5
0,384x640,"15 persons, 1 potted plant,",267.4
0,384x640,"18 persons,",264.6
0,384x640,"18 persons,",270.3
0,384x640,"18 persons,",278.5
0,384x640,"17 persons,",266.3
0,384x640,"16 persons, 1 backpack,",274.3
0,384x640,"17 persons, 1 potted plant,",272.9
0,384x640,"15 persons, 1 potted plant,",275.6
0,384x640,"13 persons, 1 potted plant,",324.2
0,384x640,"17 persons, 1 potted plant,",418.5
0,384x640,"15 persons, 1 potted plant,",424.1
0,384x640,"13 persons, 1 potted plant,",454.0
0,384x640,"15 persons, 1 potted plant,",385.6
0,384x640,"15 persons, 1 potted plant,",428.4
0,384x640,"15 persons,",425.1
0,384x640,"15 persons,",443.2
0,384x640,"16 persons,",415.2
0,384x640,"12 persons,",410.9
0,384x640,"13 persons,",448.3
0,384x640,"12 persons, 1 baseball glove, 1 potted plant,",404.1
0,384x640,"10 persons, 1 baseball glove, 1 potted plant,",443.2
0,384x640,"12 persons, 1 baseball glove,",440.4
0,384x640,"11 persons, 1 potted plant,",423.6
0,384x640,"15 persons, 1 potted plant,",447.3
0,384x640,"16 persons,",409.7
0,384x640,"16 persons,",410.0
0,384x640,"16 persons,",308.8
0,384x640,"16 persons,",263.3
0,384x640,"15 persons,",286.0
0,384x640,"16 persons,",261.6
0,384x640,"15 persons, 1 potted plant,",266.1
0,384x640,"12 persons,",275.6
0,384x640,"14 persons,",272.0
0,384x640,"14 persons,",280.8
0,384x640,"13 persons,",270.9
0,384x640,"14 persons,",281.0
0,384x640,"14 persons,",286.5
0,384x640,"13 persons,",263.6
0,384x640,"13 persons,",283.3
0,384x640,"13 persons,",274.4
0,384x640,"16 persons, 1 potted plant,",262.5
0,384x640,"16 persons, 1 potted plant,",272.6
0,384x640,"10 persons, 1 potted plant,",282.2
0,384x640,"10 persons,",261.4
0,384x640,"9 persons,",273.4
0,384x640,"14 persons, 1 potted plant,",268.6
0,384x640,"13 persons, 1 potted plant,",262.4
0,384x640,"13 persons, 1 potted plant,",272.8
0,384x640,"14 persons, 1 potted plant,",273.0
0,384x640,"15 persons,",290.8
0,384x640,"13 persons,",277.9
0,384x640,"12 persons,",270.7
0,384x640,"10 persons,",285.4
0,384x640,"15 persons,",263.5
0,384x640,"15 persons,",290.6
0,384x640,"11 persons, 1 potted plant,",264.7
0,384x640,"11 persons, 1 potted plant,",272.2
0,384x640,"11 persons, 1 potted plant,",263.0
0,384x640,"11 persons, 1 potted plant,",277.2
0,384x640,"11 persons, 1 potted plant,",272.2
0,384x640,"11 persons, 1 potted plant,",377.8
0,384x640,"11 persons, 1 potted plant,",417.6
0,384x640,"11 persons, 1 potted plant,",435.2
0,384x640,"11 persons, 1 potted plant,",441.2
0,384x640,"14 persons, 1 kite,",400.5
0,384x640,"12 persons,",437.7
0,384x640,"12 persons, 1 potted plant,",432.7
0,384x640,"14 persons,",421.7
0,384x640,"15 persons, 1 potted plant,",402.4
0,384x640,"9 persons, 1 potted plant,",425.7
0,384x640,"15 persons, 2 potted plants,",417.5
0,384x640,"13 persons, 1 potted plant,",395.9
0,384x640,"13 persons, 1 potted plant,",428.1
0,384x640,"13 persons,",410.8
0,384x640,"13 persons,",446.9
0,384x640,"11 persons,",442.0
0,384x640,"16 persons,",429.6
0,384x640,"14 persons,",412.8
0,384x640,"10 persons,",326.3
0,384x640,"13 persons,",270.8
0,384x640,"14 persons,",283.5
0,384x640,"13 persons,",266.3
0,384x640,"13 persons,",291.2
0,384x640,"9 persons,",275.6
0,384x640,"13 persons,",272.6
0,384x640,"13 persons,",284.5
0,384x640,"12 persons,",269.4
0,384x640,"13 persons,",276.4
0,384x640,"13 persons, 1 potted plant,",269.3
0,384x640,"11 persons, 1 potted plant,",269.7
0,384x640,"11 persons, 1 potted plant,",263.1
0,384x640,"13 persons, 1 potted plant,",267.4
0,384x640,"13 persons, 1 potted plant,",277.1
0,384x640,"10 persons, 1 potted plant,",264.3
0,384x640,"11 persons, 1 potted plant,",265.9
0,384x640,"12 persons, 1 potted plant,",259.9
0,384x640,"12 persons, 1 potted plant,",281.9
0,384x640,"10 persons, 1 potted plant,",271.9
0,384x640,"13 persons, 1 potted plant,",270.2
0,384x640,"12 persons,",270.5
0,384x640,"12 persons,",258.9
0,384x640,"10 persons,",259.9
0,384x640,"13 persons,",263.3
0,384x640,"14 persons,",283.1
0,384x640,"14 persons,",263.1
0,384x640,"13 persons,",266.4
0,384x640,"13 persons,",273.3
0,384x640,"13 persons,",268.2
0,384x640,"11 persons,",265.7
0,384x640,"12 persons,",271.6
0,384x640,"15 persons,",276.9
0,384x640,"14 persons,",273.1
0,384x640,"16 persons,",369.0
0,384x640,"14 persons,",420.4
0,384x640,"16 persons,",423.6
0,384x640,"15 persons, 2 potted plants,",433.7
0,384x640,"18 persons, 2 potted plants,",384.7
0,384x640,"18 persons, 2 potted plants,",425.4
0,384x640,"15 persons, 1 cow, 2 potted plants,",428.9
0,384x640,"17 persons, 2 potted plants,",417.2
0,384x640,"11 persons, 2 potted plants,",413.4
0,384x640,"16 persons,",421.4
0,384x640,"14 persons, 1 backpack, 1 potted plant,",426.3
0,384x640,"17 persons, 2 potted plants,",415.5
0,384x640,"14 persons, 2 potted plants,",396.8
0,384x640,"14 persons, 2 potted plants,",434.0
0,384x640,"18 persons, 1 potted plant,",418.7
0,384x640,"16 persons, 2 potted plants,",417.8
0,384x640,"14 persons, 2 potted plants,",405.8
0,384x640,"14 persons, 2 potted plants,",392.4
0,384x640,"14 persons, 2 potted plants,",338.4
0,384x640,"14 persons, 2 potted plants,",268.0
0,384x640,"14 persons, 2 potted plants,",278.3
0,384x640,"14 persons, 2 potted plants,",261.2
0,384x640,"14 persons, 2 potted plants,",269.4
0,384x640,"14 persons, 2 potted plants,",283.8
0,384x640,"15 persons, 1 potted plant,",274.7
0,384x640,"13 persons, 1 potted plant,",284.5
0,384x640,"16 persons,",265.0
0,384x640,"16 persons,",285.6
0,384x640,"14 persons, 1 potted plant,",274.3
0,384x640,"12 persons,",269.8
0,384x640,"13 persons,",276.8
0,384x640,"13 persons,",270.6
0,384x640,"15 persons,",265.5
0,384x640,"12 persons,",258.4
0,384x640,"12 persons,",268.9
0,384x640,"13 persons,",266.0
0,384x640,"13 persons, 1 potted plant,",266.0
0,384x640,"13 persons, 1 potted plant,",301.7
0,384x640,"12 persons, 1 potted plant,",270.7
0,384x640,"12 persons, 1 potted plant,",276.3
0,384x640,"16 persons, 2 potted plants,",263.1
0,384x640,"16 persons, 2 potted plants,",275.4
0,384x640,"15 persons, 2 potted plants,",282.5
0,384x640,"14 persons, 2 potted plants,",268.9
0,384x640,"17 persons, 2 potted plants,",285.8
0,384x640,"15 persons, 2 potted plants,",271.7
0,384x640,"18 persons, 2 potted plants,",274.2
0,384x640,"18 persons, 2 potted plants,",266.2
0,384x640,"17 persons, 2 potted plants,",291.0
0,384x640,"15 persons,",285.2
0,384x640,"15 persons, 1 potted plant,",267.1
0,384x640,"15 persons, 1 potted plant,",283.1
0,384x640,"21 persons,",403.4
0,384x640,"15 persons, 1 potted plant,",413.4
0,384x640,"15 persons, 1 potted plant,",470.8
0,384x640,"14 persons, 2 potted plants,",409.2
0,384x640,"14 persons, 2 potted plants,",455.3
0,384x640,"(no detections),",415.8
0,384x640,"(no detections),",434.4
0,384x640,"(no detections),",391.6
0,384x640,"(no detections),",388.6
0,384x640,"(no detections),",411.6
0,384x640,"(no detections),",397.9
0,384x640,"(no detections),",392.5
0,384x640,"(no detections),",392.2
0,384x640,"(no detections),",435.9
0,384x640,"(no detections),",414.0
0,384x640,"(no detections),",400.3
0,384x640,"(no detections),",417.1
0,384x640,"(no detections),",408.2
0,384x640,"(no detections),",395.4
